c_005,HP,90.0,0.6825,A,100.0,4,A,100.0,4,A,100.0,4,Neither,100.0,4,A,50.0,4
c_033,HV,86.7,0.4915,A,100.0,3,A,100.0,3,A,66.7,3,B,100.0,3,B,66.7,3
c_087,AS,75.0,0.2672,Neither,80.0,5,Neither,60.0,5,Neither,60.0,5,NULL,,0,B,100.0,5
c_113,HP,60.0,0.0181,A,100.0,4,A,50.0,4,A,50.0,4,Neither,50.0,4,B,50.0,4
c_256,AS,60.0,-0.1364,Neither,60.0,5,Tie A/B,,5,A,60.0,5,NULL,,0,Tie A/B,,5
c_244,HV,80.0,0.351,Neither,75.0,4,Neither,75.0,4,B,100.0,4,B,50.0,4,B,100.0,4
c_283,AM,80.0,0.2857,Neither,100.0,3,A,66.7,3,A,100.0,3,Neither,66.7,3,A,66.7,3
c_298,AM,93.3,0.7321,B,100.0,3,B,100.0,3,A,66.7,3,A,100.0,3,A,100.0,3
